"from","to","weight"
"Guy","Mary-Angela",1
"Guy","Mary-Theresa",1
"Guy","Matress King",1
"Guy","Mich",1
"Guy","Mona",2
"Guy","Mona's Date",1
"Guy","Monica",23
"Guy","Mr. Franklin",1
"Guy","Mr. Geller",1
"Guy","Mr. Greene",1
"Guy","Mr. Kaplan",1
"Guy","Mr. Zelner",2
"Guy","Mrs. Bing",1
"Guy","Mrs. Geller",1
"Guy","Mrs. Greene",1
"Guy","New Scene",23
"Guy","Nurse",1
"Guy","Paolo",1
"Guy","Party Guests",1
"Guy","Patrick",1
"Guy","Peter",1
"Guy","Phoebe",23
"Guy","Policeman",1
"Guy","Producer",1
"Guy","Professor Feesen",1
"Guy","Rachel",23
"Guy","Rachel's Boss",1
"Guy","Ross",23
"Guy","Sarah",1
"Guy","Sebastian",1
"Guy","Sister 1",1
"Guy","Steve",1
"Guy","Store Guy",1
"Guy","Student",1
"Guy","Supervisor",1
"Guy","Susan",3
"Guy","Terry",1
"Guy","The ""Hey Guy"" Guy",1
"Guy","The Chorus Line",1
"Guy","The Colonel",1
"Guy","The Croupier",1
"Guy","The Director",1
"Guy","The Head Librarian",1
"Guy","The Librarian",1
"Guy","The Lurker",1
"Guy","The Salesman",1
"Guy","The Saleswoman",1
"Guy","The Security Guard",1
"Guy","The Smoking Woman",1
"Guy","The Waitress",1
"Guy","The Woman Dealer",1
"Guy","The Writer",1
"Guy","Tim",1
"Guy","Tom",1
"Guy","Tony",1
"Guy","Voice",1
"Guy","Waiter",1
"Guy","Waiter in Drag",1
"Guy","Waitress",1
"Guy","Woman",3
"Guy #1","Guy #2",1
"Guy #1","Joey",1
"Guy #1","Judge",1
"Guy #1","Monica",1
"Guy #1","New Scene",1
"Guy #1","Phoebe",1
"Guy #1","Rachel",1
"Guy #1","Ross",1
"Guy #1","The Porsche Owner",1
"Guy #1","Woman",1
"Guy #2","Joey",1
"Guy #2","Judge",1
"Guy #2","Monica",1
"Guy #2","New Scene",1
"Guy #2","Phoebe",1
"Guy #2","Rachel",1
"Guy #2","Ross",1
"Guy #2","The Porsche Owner",1
"Guy #2","Woman",1
"Guys","Joanne",1
"Guys","Joey",4
"Guys","Kid",1
"Guys","Kiki",1
"Guys","Leslie",1
"Guys","Monica",4
"Guys","Mr. Greene",1
"Guys","Mrs. Geller",1
"Guys","Mrs. Greene",1
"Guys","New Scene",4
"Guys","Paolo",1
"Guys","Phoebe",4
"Guys","Phoebe's Assistant",1
"Guys","Pizza Guy",1
"Guys","Rachel",4
"Guys","Receptionist",1
"Guys","Ross",4
"Guys","Susan",1
"Gym Employee","Interviewer",1
"Gym Employee","Joey",1
"Gym Employee","Monica",1
"Gym Employee","Mr. Simon",1
"Gym Employee","Mr. Treeger",1
"Gym Employee","Mrs. Potter",1
"Gym Employee","Ms. Lambert",1
"Gym Employee","New Scene",1
"Gym Employee","Phoebe",1
"Gym Employee","Rachel",1
"Gym Employee","Rick",1
"Gym Employee","Ross",1
"Gym Employee","Woman",1
"Handyman","Joey",1
"Handyman","Mike",1
"Handyman","Monica",1
"Handyman","New Scene",1
"Handyman","Phoebe",1
"Handyman","Rachel",1
"Handyman","Ross",1
"Handyman","Woman",1
"Hayley","Hayley's Roommate",1
"Hayley","Joey",1
"Hayley","Mike",1
"Hayley","Monica",1
"Hayley","New Scene",1
"Hayley","Phoebe",1
"Hayley","Rachel",1
"Hayley","Ross",1
"Hayley's Roommate","Joey",1
"Hayley's Roommate","Mike",1
"Hayley's Roommate","Monica",1
"Hayley's Roommate","New Scene",1
"Hayley's Roommate","Phoebe",1
"Hayley's Roommate","Rachel",1
"Hayley's Roommate","Ross",1
"Health Inspector","Joey",1
"Health Inspector","Larry",1
"Health Inspector","Monica",1
"Health Inspector","New Scene",1
"Health Inspector","Phoebe",1
"Health Inspector","Rachel",1
"Health Inspector","Ross",1
"Health Inspector","Tom",1
"Heather","Joey",1
"Heather","Mike",1
"Heather","Molly",1
"Heather","Monica",1
"Heather","New Scene",1
"Heather","Phoebe",1
"Heather","Rachel",1
"Heather","Ross",1
"Heather","Woman",1
"Helen","Jamie",1
"Helen","Joey",1
"Helen","Monica",1
"Helen","Mr. Douglas",1
"Helen","Mr. Heckles",1
"Helen","New Scene",1
"Helen","Nina",1
"Helen","Phoebe",1
"Helen","Rachel",1
"Helen","Ross",1
"Helen","Soothing Male Voice",1
"Helen","Susan",1
"Helen","Teacher",1
"Helen","Ursula",1
"Helen","Woman",1
"Helena","Jake",1
"Helena","Joey",1
"Helena","Man",1
"Helena","Monica",1
"Helena","New Scene",1
"Helena","Phoebe",1
"Helena","Policeman",1
"Helena","Rachel",1
"Helena","Ross",1
"Helena","The Chorus Line",1
"Helena","Waiter in Drag",1
"Helena","Waitress",1
"Helena","Woman",1
"Henrietta","Joey",1
"Henrietta","Man",1
"Henrietta","Missy",1
"Henrietta","Monica",1
"Henrietta","New Scene",1
"Henrietta","Phoebe",1
"Henrietta","Pizza Guy",1
"Henrietta","Rachel",1
"Henrietta","Ross",1
"Henrietta","Roy",1
"Henrietta","Stage Manager",1
"Henrietta","Voice",1
"Hilda","Joey",1
"Hilda","Kathy",1
"Hilda","Mac",1
"Hilda","Man",1
"Hilda","Monica",1
"Hilda","New Scene",1
"Hilda","Nurse #1",1
"Hilda","Nurse #2",1
"Hilda","Phoebe",1
"Hilda","Rachel",1
"Hilda","Ross",1
"Hilda","Tag",1
"Hilda","Terry",1
"Hilda","The Director",1
"Hillary","Janine",1
"Hillary","Joey",1
"Hillary","Kim",1
"Hillary","Monica",1
"Hillary","New Scene",1
"Hillary","Phoebe",1
"Hillary","Rachel",1
"Hillary","Ralph Lauren",1
"Hillary","Ross",1
"Hitchhiker","Joey",1
"Hitchhiker","Monica",1
"Hitchhiker","New Scene",1
"Hitchhiker","Phoebe",1
"Hitchhiker","Rachel",1
"Hitchhiker","Ross",1
"Hitchhiker","The Girls",1
"Hold Voice","Joey",1
"Hold Voice","Kate",1
"Hold Voice","Lauren",1
"Hold Voice","Man",1
"Hold Voice","Monica",1
"Hold Voice","New Scene",1
"Hold Voice","Pete",1
"Hold Voice","Phoebe",1
"Hold Voice","Rachel",1
"Hold Voice","Ross",1
"Hold Voice","Stage Manager",1
"Hold Voice","The Director",1
"Hold Voice","Tommy",1
"Hombre Man","Joey",1
"Hombre Man","Julie",1
"Hombre Man","Monica",1
"Hombre Man","New Scene",1
"Hombre Man","Phoebe",1
"Hombre Man","Rachel",1
"Hombre Man","Ross",1
"Hombre Man","Store Guy",1
"Hombre Man","Susan",1
"Homo Ergaster","Joey",1
"Homo Ergaster","Man with a Bow Tie",1
"Homo Ergaster","Mike",1
"Homo Ergaster","Monica",1
"Homo Ergaster","Mr. Oberblau",1
"Homo Ergaster","New Scene",1
"Homo Ergaster","Paleontologist",1
"Homo Ergaster","Phoebe",1
"Homo Ergaster","Professore Clerk",1
"Homo Ergaster","Rachel",1
"Homo Ergaster","Ross",1
"Homo Ergaster","Sarah",1
"Homo Ergaster","Waiter",1
"Homo Ergaster","Woman",1
"Hooker","i Understand",1
"Hooker","Joey",1
"Hooker","Mona",1
"Hooker","Monica",1
"Hooker","New Scene",1
"Hooker","Phoebe",1
"Hooker","Rachel",1
"Hooker","Ross",1
"Hooker","Stripper",1
"Hooker","Stu",1
"Hooker","Waiter",1
"Hope","Jack",1
"Hope","Joey",1
"Hope","Monica",1
"Hope","New Scene",1
"Hope","Nurse",1
"Hope","Phoebe",1
"Hope","Rachel",1
"Hope","Ross",1
"Hope","Susan",1
"Hope","Woman",1
"Hoshi","Joey",1
"Hoshi","Monica",1
"Hoshi","New Scene",1
"Hoshi","Pete",1
"Hoshi","Phil",1
"Hoshi","Phoebe",1
"Hoshi","Rachel",1
"Hoshi","Referee",1
"Hoshi","Robin Williams",1
"Hoshi","Ross",1
"Hoshi","Stevens",1
"Hoshi","The Guys",1
"Hoshi","Tv Announcer",1
"Host","Janice",1
"Host","Janine",1
"Host","Jill",1
"Host","Joey",3
"Host","Lauren",1
"Host","Mike",2
"Host","Monica",3
"Host","New Scene",3
"Host","Phoebe",3
"Host","Rachel",3
"Host","Ross",3
"Host","Susan",1
"Host","The Interviewer",1
"Host","Woman",1
"Hotel Clerk","Joey",1
"Hotel Clerk","Monica",1
"Hotel Clerk","New Scene",1
"Hotel Clerk","Phoebe",1
"Hotel Clerk","Rachel",1
"Hotel Clerk","Ross",1
"Housekeeper","Joey",1
"Housekeeper","Minister",1
"Housekeeper","Minster",1
"Housekeeper","Monica",1
"Housekeeper","Mr. Geller",1
"Housekeeper","Mr. Waltham",1
"Housekeeper","Mrs. Geller",1
"Housekeeper","Mrs. Waltham",1
"Housekeeper","New Scene",1
"Housekeeper","Passenger",1
"Housekeeper","Phoebe",1
"Housekeeper","Rachel",1
"Housekeeper","Ross",1
"Housekeeper","Ticket Agent",1
"Housekeeper","Waiter",1
"Hums While He Pees","Joey",1
"Hums While He Pees","Kyle",1
"Hums While He Pees","Melissa",1
"Hums While He Pees","Monica",1
"Hums While He Pees","New Scene",1
"Hums While He Pees","Phoebe",1
"Hums While He Pees","Rachel",1
"Hums While He Pees","Ross",1
"Hums While He Pees","Tag",1
"Hums While He Pees","The Photographer",1
"Hums While He Pees","Whitney",1
"Hypnosis Tape","Joey",1
"Hypnosis Tape","Monica",1
"Hypnosis Tape","New Scene",1
"Hypnosis Tape","Pete",1
"Hypnosis Tape","Phoebe",1
"Hypnosis Tape","Rachel",1
"Hypnosis Tape","Ross",1
"Hypnosis Tape","Secretary",1
"Hypnosis Tape","Walker",1
"i Understand","Joey",1
"i Understand","Mona",1
"i Understand","Monica",1
"i Understand","New Scene",1
"i Understand","Phoebe",1
"i Understand","Rachel",1
"i Understand","Ross",1
"i Understand","Stripper",1
"i Understand","Stu",1
"i Understand","Waiter",1
"Intercom","Joey",3
"Intercom","Julie",1
"Intercom","Luisa",1
"Intercom","Man",1
"Intercom","Melanie",1
"Intercom","Monica",3
"Intercom","Mr. Heckles",1
"Intercom","New Scene",3
"Intercom","Phoebe",3
"Intercom","Rachel",3
"Intercom","Richard",1
"Intercom","Ross",3
"Intercom","Tilly",1
"Intercom","Woman No. 1",1
"Intercom","Woman No. 2",1
"Intercom","Writer",1
"Interviewer","Janice",1
"Interviewer","Joey",4
"Interviewer","Lorraine",1
"Interviewer","Man",2
"Interviewer","Monica",4
"Interviewer","Mr. Geller",1
"Interviewer","Mr. Simon",1
"Interviewer","Mr. Treeger",1
"Interviewer","Mr. Zelner",1
"Interviewer","Mrs. Geller",1
"Interviewer","Mrs. Potter",1
"Interviewer","Ms. Lambert",1
"Interviewer","New Scene",4
"Interviewer","Note",1
"Interviewer","Phoebe",4
"Interviewer","Rachel",4
"Interviewer","Rick",1
"Interviewer","Ross",4
"Interviewer","Roy",1
"Interviewer","Woman",1
"Isabella","Jasmine",1
"Isabella","Joey",1
"Isabella","Monica",1
"Isabella","New Scene",1
"Isabella","Phoebe",1
"Isabella","Rachel",1
"Isabella","Ross",1
"Issac","Jasmine",1
"Issac","Joey",2
"Issac","Mark",2
"Issac","Mischa",1
"Issac","Monica",2
"Issac","New Scene",2
"Issac","Phoebe",2
"Issac","Rachel",2
"Issac","Ross",2
"Issac","Sergei",1
"Issac","Sophie",1
"It's 6","Joey",1
"It's 6","Joshua",1
"It's 6","Marjorie",1
"It's 6","Monica",1
"It's 6","New Scene",1
"It's 6","Phoebe",1
"It's 6","Rachel",1
"It's 6","Ross",1
"It's 6","Sleep Clinic Worker",1
"It's 6","The Saleslady",1
"It's 6","Woman",1
"It's 9","Joey",1
"It's 9","Joshua",1
"It's 9","Monica",1
"It's 9","Mr. Waltham",1
"It's 9","New Scene",1
"It's 9","Phoebe",1
"It's 9","Rachel",1
"It's 9","Ross",1
"It's 9","The A.d",1
"It's 9","The Cigarette Guy",1
"It's 9","Woman",1
"Jack","Joey",2
"Jack","Judy",1
"Jack","Monica",2
"Jack","New Scene",2
"Jack","Nurse",1
"Jack","Phoebe",2
"Jack","Rachel",2
"Jack","Ross",2
"Jack","Susan",1
"Jack","Woman",1
"Jade","Joey",1
"Jade","Machine",1
"Jade","Monica",1
"Jade","New Scene",1
"Jade","Phoebe",1
"Jade","Rachel",1
"Jade","Ross",1
"Jade","Steve",1
"Jade","Waiter",1
"Jade","Waitress",1
"Jake","Jessica Ashley",1
"Jake","Joey",2
"Jake","Lewis",1
"Jake","Man",1
"Jake","Monica",2
"Jake","Morse",1
"Jake","New Scene",2
"Jake","Phoebe",2
"Jake","Policeman",1
"Jake","Rachel",2
"Jake","Ross",2
"Jake","The Chorus Line",1
"Jake","The Cute Guy",1
"Jake","The Presenter",1
"Jake","Waiter in Drag",1
"Jake","Waitress",1
"Jake","Woman",1
"Jamie","Joey",1
"Jamie","Monica",1
"Jamie","Mr. Douglas",1
"Jamie","Mr. Heckles",1
"Jamie","New Scene",1
"Jamie","Nina",1
"Jamie","Phoebe",1
"Jamie","Rachel",1
"Jamie","Ross",1
"Jamie","Soothing Male Voice",1
"Jamie","Susan",1
"Jamie","Teacher",1
"Jamie","Ursula",1
"Jamie","Woman",1
"Jane","Joey",1
"Jane","Kyle Lowder",1
"Jane","Matthew Ashford",1
"Jane","Message",1
"Jane","Monica",1
"Jane","New Scene",1
"Jane","Phoebe",1
"Jane","Professor Spafford",1
"Jane","Rache",1
"Jane","Rachel",1
"Jane","Ross",1
"Janice","Janice's Voice",1
"Janice","Jennifer",1
"Janice","Jester",1
"Janice","Joey",19
"Janice","Joey's Date",1
"Janice","Julie",1
"Janice","Kara",1
"Janice","Kristin",1
"Janice","Lady",1
"Janice","Liam",1
"Janice","Lorraine",2
"Janice","Malcom",1
"Janice","Male Student",1
"Janice","Man",1
"Janice","Marc",1
"Janice","Matress King",1
"Janice","Max",1
"Janice","Mike",1
"Janice","Mindy",1
"Janice","Monica",19
"Janice","Mr Zelner",1
"Janice","Mr. Boyle",1
"Janice","Mr. Geller",1
"Janice","Mr. Heckles",2
"Janice","Mr. Treeger",1
"Janice","Mr. Wineburg",1
"Janice","Mrs. Chatracus",1
"Janice","Mrs. Geller",2
"Janice","Mrs. Wineburg",1
"Janice","New Scene",18
"Janice","Nurse",2
"Janice","Phoebe",19
"Janice","Phoebe-Estelle",1
"Janice","Rachel",19
"Janice","Realtor",1
"Janice","Receptionist",2
"Janice","Richard",1
"Janice","Ross",19
"Janice","Sandy",1
"Janice","Sick Bastard",1
"Janice","Sid",1
"Janice","Student",1
"Janice","Susan",2
"Janice","The Colonel",1
"Janice","The Doctor",1
"Janice","The Head Librarian",1
"Janice","The Instructor",1
"Janice","The Librarian",1
"Janice","The Waitress",1
"Janice","Video",1
"Janice","Waitress",1
"Janice","Wedding Planner",1
"Janice","Woman",5
"Janice","Woman Giving Birth",1
"Janice's Voice","Joey",1
"Janice's Voice","Monica",1
"Janice's Voice","New Scene",1
"Janice's Voice","Phoebe",1
"Janice's Voice","Rachel",1
"Janice's Voice","Receptionist",1
"Janice's Voice","Ross",1
"Janice's Voice","The Doctor",1
"Janice's Voice","The Instructor",1
"Janine","Jill",1
"Janine","Joey",6
"Janine","Joey's Head",1
"Janine","Kim",1
"Janine","Lauren",1
"Janine","Mike",1
"Janine","Monica",6
"Janine","Mr. Geller",1
"Janine","Mrs. Geller",1
"Janine","New Scene",6
"Janine","Phoebe",6
"Janine","Rachel",6
"Janine","Ralph Lauren",1
"Janine","Ross",6
"Janine","The Girls",1
"Janine","The Interviewer",1
"Janine","Woman",1
"Janitor","Joey",2
"Janitor","Joey on Tv",1
"Janitor","Kid",1
"Janitor","Kids",1
"Janitor","Lipson",1
"Janitor","Lydia",1
"Janitor","Monica",2
"Janitor","New Scene",2
"Janitor","Nurse",1
"Janitor","Phoebe",2
"Janitor","Rachel",2
"Janitor","Rob",1
"Janitor","Ross",2
"Janitor","Security Guard",1
"Janitor","Susan",1
"Janitor","Susie",1
"Janitor","Trainer",1
"Janitor","Tv Doctor",1
"Janitor","Van Damme",1
"Janitor","Waiter",1
"Jasmine","Joey",2
"Jasmine","Mark",1
"Jasmine","Monica",2
"Jasmine","New Scene",2
"Jasmine","Phoebe",2
"Jasmine","Rachel",2
"Jasmine","Ross",2
"Jason","Joey",1
"Jason","Monica",1
"Jason","New Scene",1
"Jason","Pete",1
"Jason","Pete's Mom",1
"Jason","Phoebe",1
"Jason","Rachel",1
"Jason","Ross",1
"Jason","Vince",1
"Jay Leno","Joey",2
"Jay Leno","Monica",2
"Jay Leno","Mrs. Bing",1
"Jay Leno","New Scene",2
"Jay Leno","Paolo",1
"Jay Leno","Phoebe",2
"Jay Leno","Rachel",2
"Jay Leno","Ross",2
"Jay Leno","Woman",1
"Jeanette","Joey",1
"Jeanette","Monica",1
"Jeanette","New Scene",1
"Jeanette","Phoebe",1
"Jeanette","Prof. Sherman",1
"Jeanette","Professor Sherman",1
"Jeanette","Rachel",1
"Jeanette","Ross",1
"Jeanette","Shop Assistant",1
"Jeanette","Stranger",1
"Jeanette","Zack",1
"Jeannie","Joey",1
"Jeannie","Monica",1
"Jeannie","Mr. Douglas",1
"Jeannie","New Scene",1
"Jeannie","Phoebe",1
"Jeannie","Rachel",1
"Jeannie","Richard",1
"Jeannie","Ross",1
"Jeannie","Ryan",1
"Jeannie","Scott",1
"Jeannine","Joey",1
"Jeannine","Julio",1
"Jeannine","Man",1
"Jeannine","Mark",1
"Jeannine","Monica",1
"Jeannine","New Scene",1
"Jeannine","Phoebe",1
"Jeannine","Quartet",1
"Jeannine","Rachel",1
"Jeannine","Ross",1
"Jeannine","The Bass Barber",1
"Jeannine","Woman",1
"Jen","Joey",1
"Jen","Monica",1
"Jen","Mr. Zelner",1
"Jen","New Scene",1
"Jen","Phoebe",1
"Jen","Rachel",1
"Jen","Ross",1
"Jen","The Hot Girl",1
"Jen","The Little Girl",1
"Jen","The Man",1
"Jen","The Old Man",1
"Jennifer","Joey",1
"Jennifer","Lady",1
"Jennifer","Monica",1
"Jennifer","Mr Zelner",1
"Jennifer","New Scene",1
"Jennifer","Phoebe",1
"Jennifer","Phoebe-Estelle",1
"Jennifer","Rachel",1
"Jennifer","Realtor",1
"Jennifer","Ross",1
"Jessica Ashley","Joey",1
"Jessica Ashley","Lewis",1
"Jessica Ashley","Monica",1
"Jessica Ashley","Morse",1
"Jessica Ashley","New Scene",1
"Jessica Ashley","Phoebe",1
"Jessica Ashley","Rachel",1
"Jessica Ashley","Ross",1
"Jessica Ashley","The Cute Guy",1
"Jessica Ashley","The Presenter",1
"Jessica Lockhart","Joey",1
"Jessica Lockhart","Monica",1
"Jessica Lockhart","New Scene",1
"Jessica Lockhart","Phoebe",1
"Jessica Lockhart","Rachel",1
"Jessica Lockhart","Ross",1
"Jessica Lockhart","The Director",1
"Jessica Lockhart","The Writer",1
"Jessica Lockhart","Tom",1
"Jester","Joey",1
"Jester","Matress King",1
"Jester","Monica",1
"Jester","New Scene",1
"Jester","Phoebe",1
"Jester","Rachel",1
"Jester","Ross",1
"Jester","Student",1
"Jill","Joey",4
"Jill","Lauren",1
"Jill","Man's Voice",1
"Jill","Mike",1
"Jill","Monica",4
"Jill","Mr. Heckles",1
"Jill","New Scene",4
"Jill","Paolo",1
"Jill","Phoebe",4
"Jill","Rachel",4
"Jill","Ross",4
"Jill","Same Man's Voice",1
"Jill","The Fan",1
"Jill","The Interviewer",1
"Jill","The Vampire",1
"Jill","Ursula",1
"Jill","Woman",2
"Jim","Joey",1
"Jim","Mona",1
"Jim","Mona's Date",1
"Jim","Monica",1
"Jim","Mr. Zelner",1
"Jim","New Scene",1
"Jim","Phoebe",1
"Jim","Rachel",1
"Jim","Ross",1
"Jo Lynn","Joey",1
"Jo Lynn","Kevin",1
"Jo Lynn","Mike",1
"Jo Lynn","Monica",1
"Jo Lynn","New Scene",1
"Jo Lynn","Phoebe",1
"Jo Lynn","Rachel",1
"Jo Lynn","Ross",1
"Jo Lynn","Waiter",1
"Joanna","Joey",3
"Joanna","Kate",1
"Joanna","Lauren",1
"Joanna","Monica",3
"Joanna","Mr. Posner",1
"Joanna","Mrs. Geller",1
"Joanna","Mrs. Lynch",1
"Joanna","New Scene",3
"Joanna","Oven",1
"Joanna","Phoebe",3
"Joanna","Rachel",3
"Joanna","Ross",3
"Joanna","Sophie",3
"Joanna","The Director",1
"Joanna","The Salesman",1
"Joanna","Woman",1
"Joanne","Joey",1
"Joanne","Kid",1
"Joanne","Kiki",1
"Joanne","Leslie",1
"Joanne","Monica",1
"Joanne","New Scene",1
"Joanne","Phoebe",1
"Joanne","Pizza Guy",1
"Joanne","Rachel",1
"Joanne","Receptionist",1
"Joanne","Ross",1
"Joey","Joey Laughs",1
"Joey","Joey Nods",1
"Joey","Joey on Tv",1
"Joey","Joey's Co-Star",2
"Joey","Joey's Date",2
"Joey","Joey's Doctor",1
"Joey","Joey's Grandmom",1
"Joey","Joey's Hand Twin",1
"Joey","Joey's Head",1
"Joey","Joey's Sister",1
"Joey","Joey's Sisters",1
"Joey","Josh",1
"Joey","Joshua",5
"Joey","Judge",1
"Joey","Judy",1
"Joey","Julie",10
"Joey","Julio",1
"Joey","Kara",1
"Joey","Karin",1
"Joey","Kash",1
"Joey","Kate",3
"Joey","Kathy",7
"Joey","Kathy's Co-Star",1
"Joey","Katie",2
"Joey","Ken",2
"Joey","Kevin",1
"Joey","Kid",4
"Joey","Kids",2
"Joey","Kiki",1
"Joey","Kim",2
"Joey","Kitchen Worker",1
"Joey","Kori",1
"Joey","Krista",1
"Joey","Kristen",2
"Joey","Kristin",1
"Joey","Kyle",2
"Joey","Kyle Lowder",1
"Joey","Lady",1
"Joey","Larry",1
"Joey","Laura",1
"Joey","Lauren",3
"Joey","Leader",1
"Joey","Lecturer",1
"Joey","Leslie",2
"Joey","Lewis",1
"Joey","Liam",1
"Joey","Lipson",1
"Joey","Lisa",1
"Joey","Little Bully",1
"Joey","Little Girl",1
"Joey","Lizzie",1
"Joey","Locksmith",1
"Joey","Lorraine",2
"Joey","Lowell",1
"Joey","Luisa",1
"Joey","Lydia",2
"Joey","Mac",1
"Joey","Machine",2
"Joey","Mackenzie",1
"Joey","Maitre D'",3
"Joey","Malcom",1
"Joey","Male Guest",1
"Joey","Male Jeweler",1
"Joey","Male Student",1
"Joey","Man",15
"Joey","Man at the Wedding",1
"Joey","Man on Tv",1
"Joey","Man with a Bow Tie",1
"Joey","Man's Voice",1
"Joey","Manny",1
"Joey","Marc",1
"Joey","Marge",1
"Joey","Margha",1
"Joey","Marjorie",1
"Joey","Mark",7
"Joey","Marsha",1
"Joey","Mary Ellen",1
"Joey","Mary-Angela",1
"Joey","Mary-Theresa",1
"Joey","Matire'd",1
"Joey","Matress King",1
"Joey","Matthew Ashford",1
"Joey","Max",1
"Joey","Meg",1
"Joey","Megan",1
"Joey","Mel",1
"Joey","Melanie",1
"Joey","Melissa",2
"Joey","Message",2
"Joey","Mich",1
"Joey","Michelle",2
"Joey","Mike",17
"Joey","Mike's Dad",1
"Joey","Mike's Mom",1
"Joey","Mindy",2
"Joey","Minister",3
"Joey","Minster",1
"Joey","Mischa",1
"Joey","Missy",1
"Joey","Molly",2
"Joey","Mona",7
"Joey","Mona's Date",1
"Joey","Monica",223
"Joey","Morse",1
"Joey","Mover",1
"Joey","Mr a",1
"Joey","Mr Campbell",1
"Joey","Mr Zellner",1
"Joey","Mr Zelner",1
"Joey","Mr. Bing",1
"Joey","Mr. Bowmont",1
"Joey","Mr. Boyle",1
"Joey","Mr. Burgin",1
"Joey","Mr. Douglas",2
"Joey","Mr. Franklin",1
"Joey","Mr. Geller",18
"Joey","Mr. Greene",1
"Joey","Mr. Heckles",5
"Joey","Mr. Kaplan",1
"Joey","Mr. Oberblau",1
"Joey","Mr. Posner",1
"Joey","Mr. Simon",1
"Joey","Mr. Thompson",1
"Joey","Mr. Treeger",5
"Joey","Mr. Tribbiani",1
"Joey","Mr. Waltham",4
"Joey","Mr. Wineburg",1
"Joey","Mr. Zelner",4
"Joey","Mrs Buffay",1
"Joey","Mrs Green",1
"Joey","Mrs. Bing",4
"Joey","Mrs. Burgin",1
"Joey","Mrs. Burkart",1
"Joey","Mrs. Chatracus",1
"Joey","Mrs. Geller",17
"Joey","Mrs. Green",2
"Joey","Mrs. Greene",1
"Joey","Mrs. Lynch",1
"Joey","Mrs. Potter",1
"Joey","Mrs. Tedlock",1
"Joey","Mrs. Tribbiani",1
"Joey","Mrs. Waltham",2
"Joey","Mrs. Wineburg",1
"Joey","Ms. Geller",1
"Joey","Ms. Lambert",1
"Joey","Ms. Mckenna",1
"Joey","Nancy",1
"Joey","Narrator",1
"Joey","New Scene",221
"Joey","Nina",1
"Joey","Note",1
"Joey","Nurse",13
"Joey","Nurse #1",1
"Joey","Nurse #2",1
"Joey","Old Woman",1
"Joey","Older Scientist",1
"Joey","Others",1
"Joey","Oven",1
"Joey","Owen",1
"Joey","Pa",1
"Joey","Paleontologist",1
"Joey","Paolo",3
"Joey","Parker",1
"Joey","Party Guests",1
"Joey","Passenger",1
"Joey","Passenger #1",1
"Joey","Passenger #2",1
"Joey","Passenger #3",1
"Joey","Past Life Phoebe",1
"Joey","Patrick",1
"Joey","Patron",1
"Joey","Paul",4
"Joey","Paula",1
"Joey","Paulo",1
"Joey","Pbs Volunteer",1
"Joey","Pete",6
"Joey","Pete's Mom",1
"Joey","Peter",1
"Joey","Petrie",1
"Joey","Phil",1
"Joey","Phoebe",223
"Joey","Phoebe Sr",2
"Joey","Phoebe Sr.",1
"Joey","Phoebe-Estelle",1
"Joey","Phoebe's Assistant",1
"Joey","Photographer",1
"Joey","Pizza Guy",2
"Joey","Policeman",1
"Joey","Precious",1
"Joey","Priest on Tv",1
"Joey","Producer",1
"Joey","Prof. Sherman",1
"Joey","Professor Feesen",1
"Joey","Professor Sherman",1
"Joey","Professor Spafford",1
"Joey","Professore Clerk",1
"Joey","Quartet",1
"Joey","Racel",1
"Joey","Rache",1
"Joey","Rachel",223
"Joey","Rachel's Boss",1
"Joey","Radio",1
"Joey","Rahcel",1
"Joey","Ralph Lauren",1
"Joey","Ray",1
"Joey","Raymond",1
"Joey","Realtor",2
"Joey","Receptionist",5
"Joey","Referee",1
"Joey","Richard",9
"Joey","Richard's Date",2
"Joey","Rick",1
"Joey","Rita",1
"Joey","Rob",1
"Joey","Robbie",1
"Joey","Robert",1
"Joey","Robin Williams",1
"Joey","Roger",2
"Joey","Ronni",1
"Joey","Ross",223
"Joey","Roy",2
"Joey","Rtst",1
"Joey","Russ",1
"Joey","Russell",2
"Joey","Ryan",1
"Joey","Salesman",1
"Joey","Salon Girl",1
"Joey","Same Man's Voice",1
"Joey","Sandy",1
"Joey","Santos",1
"Joey","Sarah",4
"Joey","Scott",1
"Joey","Sebastian",1
"Joey","Second Dorm Guy",1
"Joey","Second Girl",1
"Joey","Second Message",1
"Joey","Secretary",1
"Joey","Security Guard",1
"Joey","Sergei",1
"Joey","Shelley",1
"Joey","Sherman Whitfield",1
"Joey","Shop Assistant",1
"Joey","Sick Bastard",1
"Joey","Sid",1
"Joey","Singer",1
"Joey","Sister 1",1
"Joey","Sleep Clinic Worker",1
"Joey","Smart Kid",1
"Joey","Smoke Detector",1
"Joey","Sonia",1
"Joey","Soothing Male Voice",1
"Joey","Sophie",4
"Joey","Spokeswoman",1
"Joey","Stage Director",1
"Joey","Stage Manager",2
"Joey","Stanley",1
"Joey","Stephanie",2
"Joey","Steve",5
"Joey","Stevens",1
"Joey","Store Guy",1
"Joey","Strange Man",1
"Joey","Stranger",2
"Joey","Stripper",1
"Joey","Stu",1
"Joey","Student",2
"Joey","Supervisor",1
"Joey","Susan",12
"Joey","Susie",1
"Joey","Tag",7
"Joey","Tape",1
"Joey","Tattoo Artist",1
"Joey","Teacher",2
"Joey","Terry",3
